"Month","Date","State","TotalSamples","Negative","Positive"
"2021-06","2021-06-01","West Bengal",12496018,,
"2021-06","2021-06-02","Andaman and Nicobar Islands",387871,,7043
"2021-06","2021-06-02","Andhra Pradesh",19448056,17730900,
"2021-06","2021-06-02","Arunachal Pradesh",599605,558835,
"2021-06","2021-06-02","Assam",11264137,,
"2021-06","2021-06-02","Bihar",30128262,,
"2021-06","2021-06-02","Chandigarh",513554,452047,
"2021-06","2021-06-02","Chhattisgarh",9240407,,
"2021-06","2021-06-02","Delhi",19446544,,
"2021-06","2021-06-02","Goa",831372,,
"2021-06","2021-06-02","Gujarat",21926442,,
"2021-06","2021-06-02","Haryana",9133616,,
"2021-06","2021-06-02","Himachal Pradesh",1950718,1756703,
"2021-06","2021-06-02","Jammu and Kashmir",8651026,8356026,
"2021-06","2021-06-02","Jharkhand",8604940,326597,338915
"2021-06","2021-06-02","Karnataka",29999107,,
"2021-06","2021-06-02","Kerala",20055047,,
"2021-06","2021-06-02","Ladakh",267891,237082,
"2021-06","2021-06-02","Lakshadweep",139285,,
"2021-06","2021-06-02","Madhya Pradesh",10045890,,
"2021-06","2021-06-02","Maharashtra",35514594,,
"2021-06","2021-06-02","Manipur",730078,,
"2021-06","2021-06-02","Meghalaya",583183,546586,
"2021-06","2021-06-02","Nagaland",194525,,
"2021-06","2021-06-02","Odisha",11902048,,
"2021-06","2021-06-02","Puducherry",1076259,,
"2021-06","2021-06-02","Punjab",9393735,,
"2021-06","2021-06-02","Rajasthan",10692001,,
"2021-06","2021-06-02","Sikkim",124912,,
"2021-06","2021-06-02","Tamil Nadu",28016841,,
"2021-06","2021-06-02","Telangana",15379044,,
"2021-06","2021-06-02","Tripura",975840,923298,52542
"2021-06","2021-06-02","Uttar Pradesh",50064707,,
"2021-06","2021-06-02","Uttarakhand",4858215,4526737,
"2021-06","2021-06-02","West Bengal",12571179,,
"2021-06","2021-06-03","Andaman and Nicobar Islands",388486,,7070
"2021-06","2021-06-03","Andhra Pradesh",19534279,17805702,
"2021-06","2021-06-03","Arunachal Pradesh",607591,566447,
"2021-06","2021-06-03","Assam",11371212,,
"2021-06","2021-06-03","Bihar",30236914,,
"2021-06","2021-06-03","Chandigarh",516329,454706,
"2021-06","2021-06-03","Chhattisgarh",9294551,,
"2021-06","2021-06-03","Delhi",19526590,,
"2021-06","2021-06-03","Goa",834703,,
"2021-06","2021-06-03","Gujarat",22009878,,
"2021-06","2021-06-03","Haryana",9177950,,
"2021-06","2021-06-03","Himachal Pradesh",1966968,1772896,
"2021-06","2021-06-03","Jammu and Kashmir",8697398,8401519,
"2021-06","2021-06-03","Jharkhand",8656065,,
"2021-06","2021-06-03","Karnataka",30149275,,
"2021-06","2021-06-03","Kerala",20178932,,
"2021-06","2021-06-03","Ladakh",271206,240281,
"2021-06","2021-06-03","Lakshadweep",141619,,
"2021-06","2021-06-03","Madhya Pradesh",10124379,,
"2021-06","2021-06-03","Maharashtra",35774626,,
"2021-06","2021-06-03","Manipur",735845,,
"2021-06","2021-06-03","Meghalaya",587391,550242,
"2021-06","2021-06-03","Mizoram",400698,,
"2021-06","2021-06-03","Nagaland",195893,,
"2021-06","2021-06-03","Odisha",11972226,,
"2021-06","2021-06-03","Puducherry",1085293,929317,
"2021-06","2021-06-03","Punjab",9462776,,
"2021-06","2021-06-03","Rajasthan",10743824,,
"2021-06","2021-06-03","Sikkim",126629,,
"2021-06","2021-06-03","Tamil Nadu",28196279,,
"2021-06","2021-06-03","Telangana",15489213,,
"2021-06","2021-06-03","Tripura",990028,936809,53219
"2021-06","2021-06-03","Uttar Pradesh",50405118,,
"2021-06","2021-06-03","Uttarakhand",4886352,4554285,
"2021-06","2021-06-03","West Bengal",12645747,,
"2021-06","2021-06-04","Andaman and Nicobar Islands",389152,,7088
"2021-06","2021-06-04","Andhra Pradesh",19619590,17880600,
"2021-06","2021-06-04","Arunachal Pradesh",616569,575014,
"2021-06","2021-06-04","Assam",11494805,,
"2021-06","2021-06-04","Bihar",30350360,,
"2021-06","2021-06-04","Chandigarh",518931,457218,
"2021-06","2021-06-04","Chhattisgarh",9343365,,
"2021-06","2021-06-04","Delhi",19603764,,
"2021-06","2021-06-04","Goa",838789,,
"2021-06","2021-06-04","Gujarat",22092779,,
"2021-06","2021-06-04","Haryana",9219033,,
"2021-06","2021-06-04","Himachal Pradesh",1986041,1791377,
"2021-06","2021-06-04","Jammu and Kashmir",8746810,8449208,
"2021-06","2021-06-04","Jharkhand",8716686,8368501,340408
"2021-06","2021-06-04","Karnataka",30299885,,
"2021-06","2021-06-04","Kerala",20288452,,
"2021-06","2021-06-04","Ladakh",274174,243121,
"2021-06","2021-06-04","Lakshadweep",143494,,
"2021-06","2021-06-04","Madhya Pradesh",10204296,,
"2021-06","2021-06-04","Maharashtra",36031395,,
"2021-06","2021-06-04","Manipur",743534,,
"2021-06","2021-06-04","Meghalaya",591464,553731,
"2021-06","2021-06-04","Mizoram",403676,,
"2021-06","2021-06-04","Nagaland",197054,,
"2021-06","2021-06-04","Odisha",12040830,,
"2021-06","2021-06-04","Puducherry",1094751,936516,
"2021-06","2021-06-04","Punjab",9530712,,
"2021-06","2021-06-04","Rajasthan",10795522,,
"2021-06","2021-06-04","Sikkim",130615,,
"2021-06","2021-06-04","Tamil Nadu",28371312,,
"2021-06","2021-06-04","Telangana",15625309,,
"2021-06","2021-06-04","Tripura",1006421,952552,53869
"2021-06","2021-06-04","Uttar Pradesh",50723832,,
"2021-06","2021-06-04","Uttarakhand",4913184,4580225,
"2021-06","2021-06-04","West Bengal",12716953,,
"2021-06","2021-06-05","Andaman and Nicobar Islands",389785,,7105
"2021-06","2021-06-05","Andhra Pradesh",19708031,,
"2021-06","2021-06-05","Arunachal Pradesh",624422,582526,
"2021-06","2021-06-05","Assam",11610773,,
"2021-06","2021-06-05","Bihar",30464240,,
"2021-06","2021-06-05","Chandigarh",521716,459904,
"2021-06","2021-06-05","Chhattisgarh",9396168,,
"2021-06","2021-06-05","Delhi",19681458,,
"2021-06","2021-06-05","Goa",842920,,
"2021-06","2021-06-05","Gujarat",22171235,,
"2021-06","2021-06-05","Haryana",9260500,,
"2021-06","2021-06-05","Himachal Pradesh",2005214,1809866,
"2021-06","2021-06-05","Jammu and Kashmir",8797513,8498463,
"2021-06","2021-06-05","Jharkhand",8773975,8424110,340925
"2021-06","2021-06-05","Karnataka",30442176,,
"2021-06","2021-06-05","Kerala",20404806,,
"2021-06","2021-06-05","Ladakh",276524,245398,
"2021-06","2021-06-05","Lakshadweep",145128,,
"2021-06","2021-06-05","Madhya Pradesh",10286108,,
"2021-06","2021-06-05","Maharashtra",36271483,,
"2021-06","2021-06-05","Manipur",751763,,
"2021-06","2021-06-05","Meghalaya",595501,557271,
"2021-06","2021-06-05","Mizoram",406982,,
"2021-06","2021-06-05","Nagaland",198514,,
"2021-06","2021-06-05","Odisha",12111143,,
"2021-06","2021-06-05","Puducherry",1103837,944264,
"2021-06","2021-06-05","Punjab",9598059,,
"2021-06","2021-06-05","Rajasthan",10849466,,
"2021-06","2021-06-05","Sikkim",133270,,
"2021-06","2021-06-05","Tamil Nadu",28546677,,
"2021-06","2021-06-05","Telangana",15763491,,
"2021-06","2021-06-05","Tripura",1031194,976617,54577
"2021-06","2021-06-05","Uttar Pradesh",51032849,,
"2021-06","2021-06-05","Uttarakhand",4937242,4603118,
"2021-06","2021-06-05","West Bengal",12789625,,
"2021-06","2021-06-06","Andaman and Nicobar Islands",390574,,7119
"2021-06","2021-06-06","Andhra Pradesh",19791721,18033382,
"2021-06","2021-06-06","Arunachal Pradesh",630180,588052,
"2021-06","2021-06-06","Assam",11684421,,
"2021-06","2021-06-06","Bihar",30573173,,
"2021-06","2021-06-06","Chandigarh",523880,461989,
"2021-06","2021-06-06","Chhattisgarh",9433726,,
"2021-06","2021-06-06","Delhi",19758315,,
"2021-06","2021-06-06","Goa",845942,,
"2021-06","2021-06-06","Gujarat",22244510,,
"2021-06","2021-06-06","Haryana",9297242,,
"2021-06","2021-06-06","Himachal Pradesh",2017058,1820983,
"2021-06","2021-06-06","Jammu and Kashmir",8847766,8547276,
"2021-06","2021-06-06","Jharkhand",8814415,8466383,341218
"2021-06","2021-06-06","Karnataka",30600450,,
"2021-06","2021-06-06","Kerala",20507598,,
"2021-06","2021-06-06","Ladakh",278229,247053,
"2021-06","2021-06-06","Lakshadweep",146395,,
"2021-06","2021-06-06","Madhya Pradesh",10367744,,
"2021-06","2021-06-06","Maharashtra",36508967,,
"2021-06","2021-06-06","Manipur",760536,,
"2021-06","2021-06-06","Meghalaya",599057,560339,
"2021-06","2021-06-06","Mizoram",409868,,
"2021-06","2021-06-06","Nagaland",199356,,
"2021-06","2021-06-06","Odisha",12183116,,
"2021-06","2021-06-06","Puducherry",1113052,951695,
"2021-06","2021-06-06","Punjab",9660801,,
"2021-06","2021-06-06","Rajasthan",10902750,,
"2021-06","2021-06-06","Sikkim",135818,,
"2021-06","2021-06-06","Tamil Nadu",28721659,,
"2021-06","2021-06-06","Telangana",15861242,,
"2021-06","2021-06-06","Tripura",1047299,992068,55231
"2021-06","2021-06-06","Uttar Pradesh",51342537,,
"2021-06","2021-06-06","Uttarakhand",4957645,4623621,
"2021-06","2021-06-06","West Bengal",12859678,,
"2021-06","2021-06-07","Andaman and Nicobar Islands",391273,,7131
"2021-06","2021-06-07","Andhra Pradesh",19856521,18093310,
"2021-06","2021-06-07","Arunachal Pradesh",638028,595531,
"2021-06","2021-06-07","Assam",11808737,,
"2021-06","2021-06-07","Bihar",30673286,,
"2021-06","2021-06-07","Chandigarh",525544,463603,
"2021-06","2021-06-07","Chhattisgarh",9483235,,
"2021-06","2021-06-07","Delhi",19821925,,
"2021-06","2021-06-07","Goa",848687,,
"2021-06","2021-06-07","Gujarat",22309332,,
"2021-06","2021-06-07","Haryana",9323986,,
"2021-06","2021-06-07","Himachal Pradesh",2035502,1839411,
"2021-06","2021-06-07","Jammu and Kashmir",8887902,8586435,
"2021-06","2021-06-07","Jharkhand",8861641,8511079,341576
"2021-06","2021-06-07","Karnataka",30732003,,
"2021-06","2021-06-07","Kerala",20578167,,
"2021-06","2021-06-07","Ladakh",280494,249254,
"2021-06","2021-06-07","Lakshadweep",147208,,
"2021-06","2021-06-07","Madhya Pradesh",10442778,,
"2021-06","2021-06-07","Maharashtra",36696139,,
"2021-06","2021-06-07","Manipur",765523,,
"2021-06","2021-06-07","Meghalaya",600888,561732,
"2021-06","2021-06-07","Mizoram",410614,,
"2021-06","2021-06-07","Nagaland",200370,,
"2021-06","2021-06-07","Odisha",12250294,,
"2021-06","2021-06-07","Puducherry",1120783,959332,
"2021-06","2021-06-07","Punjab",9698676,,
"2021-06","2021-06-07","Rajasthan",10922837,,
"2021-06","2021-06-07","Sikkim",136524,,
"2021-06","2021-06-07","Tamil Nadu",28892497,,
"2021-06","2021-06-07","Telangana",15994238,,
"2021-06","2021-06-07","Tripura",1056126,1000660,55466
"2021-06","2021-06-07","Uttar Pradesh",51622903,,
"2021-06","2021-06-07","Uttarakhand",4979584,4645165,
"2021-06","2021-06-07","West Bengal",12919787,,
"2021-06","2021-06-08","Andaman and Nicobar Islands",392095,,7154
"2021-06","2021-06-08","Andhra Pradesh",19946253,18175246,
"2021-06","2021-06-08","Arunachal Pradesh",645249,602439,
"2021-06","2021-06-08","Assam",11941949,,
"2021-06","2021-06-08","Bihar",30776332,,
"2021-06","2021-06-08","Chandigarh",528002,465989,
"2021-06","2021-06-08","Chhattisgarh",9531682,,
"2021-06","2021-06-08","Delhi",19893804,,
"2021-06","2021-06-08","Goa",851801,,
"2021-06","2021-06-08","Gujarat",22381707,,
"2021-06","2021-06-08","Haryana",9357916,,
"2021-06","2021-06-08","Himachal Pradesh",2057123,1859962,
"2021-06","2021-06-08","Jammu and Kashmir",8932882,8630231,
"2021-06","2021-06-08","Jharkhand",8898380,8556191,342179
"2021-06","2021-06-08","Karnataka",30862227,,
"2021-06","2021-06-08","Kerala",20688146,,
"2021-06","2021-06-08","Ladakh",284117,252805,
"2021-06","2021-06-08","Lakshadweep",149221,,
"2021-06","2021-06-08","Madhya Pradesh",10518760,,
"2021-06","2021-06-08","Maharashtra",36907181,,
"2021-06","2021-06-08","Manipur",774451,,
"2021-06","2021-06-08","Meghalaya",604628,565093,
"2021-06","2021-06-08","Mizoram",414581,,
"2021-06","2021-06-08","Nagaland",201474,,
"2021-06","2021-06-08","Odisha",12319190,,
"2021-06","2021-06-08","Puducherry",1129875,965670,
"2021-06","2021-06-08","Punjab",9762160,,
"2021-06","2021-06-08","Rajasthan",10974792,,
"2021-06","2021-06-08","Sikkim",139550,,
"2021-06","2021-06-08","Tamil Nadu",29062609,,
"2021-06","2021-06-08","Telangana",16127372,,
"2021-06","2021-06-08","Tripura",1071999,1015833,56166
"2021-06","2021-06-08","Uttar Pradesh",51907814,,
"2021-06","2021-06-08","Uttarakhand",5004569,4669604,
"2021-06","2021-06-08","West Bengal",12979963,,
"2021-06","2021-06-09","Andaman and Nicobar Islands",392974,,7168
"2021-06","2021-06-09","Andhra Pradesh",20039764,18259991,
"2021-06","2021-06-09","Arunachal Pradesh",651115,608039,
"2021-06","2021-06-09","Assam",12057755,,
"2021-06","2021-06-09","Bihar",30876528,,
"2021-06","2021-06-09","Chandigarh",530483,468382,
"2021-06","2021-06-09","Chhattisgarh",9578006,,
"2021-06","2021-06-09","Delhi",19967045,,
"2021-06","2021-06-09","Goa",854958,,
"2021-06","2021-06-09","Gujarat",22455486,,
"2021-06","2021-06-09","Haryana",9392913,,
"2021-06","2021-06-09","Himachal Pradesh",2079170,1881107,
"2021-06","2021-06-09","Jammu and Kashmir",8985138,8681389,
"2021-06","2021-06-09","Jharkhand",8938645,8596154,342481
"2021-06","2021-06-09","Karnataka",31026189,,
"2021-06","2021-06-09","Kerala",20803168,,
"2021-06","2021-06-09","Ladakh",286363,254995,
"2021-06","2021-06-09","Lakshadweep",151065,,
"2021-06","2021-06-09","Madhya Pradesh",10595870,,
"2021-06","2021-06-09","Maharashtra",37128093,,
"2021-06","2021-06-09","Manipur",783395,,
"2021-06","2021-06-09","Meghalaya",609389,569406,
"2021-06","2021-06-09","Mizoram",417795,,
"2021-06","2021-06-09","Nagaland",202694,,
"2021-06","2021-06-09","Odisha",12387968,,
"2021-06","2021-06-09","Puducherry",1138391,973119,
"2021-06","2021-06-09","Punjab",9823991,,
"2021-06","2021-06-09","Rajasthan",11022726,,
"2021-06","2021-06-09","Sikkim",141685,,
"2021-06","2021-06-09","Tamil Nadu",29243359,,
"2021-06","2021-06-09","Telangana",16257268,,
"2021-06","2021-06-09","Tripura",1088803,1032012,56791
"2021-06","2021-06-09","Uttar Pradesh",52198161,,
"2021-06","2021-06-09","Uttarakhand",5028341,4692863,
"2021-06","2021-06-09","West Bengal",13044596,,
"2021-06","2021-06-10","Andaman and Nicobar Islands",393692,,7197
"2021-06","2021-06-10","Andhra Pradesh",20137627,18349744,
"2021-06","2021-06-10","Arunachal Pradesh",657846,614508,
"2021-06","2021-06-10","Assam",12180068,,
"2021-06","2021-06-10","Bihar",30983011,,
"2021-06","2021-06-10","Chandigarh",533043,470876,
"2021-06","2021-06-10","Chhattisgarh",9622975,,
"2021-06","2021-06-10","Delhi",20042178,,
"2021-06","2021-06-10","Goa",858256,,
"2021-06","2021-06-10","Gujarat",22532158,,
"2021-06","2021-06-10","Haryana",9432102,,
"2021-06","2021-06-10","Himachal Pradesh",2101959,1903634,
"2021-06","2021-06-10","Jammu and Kashmir",9035646,8730780,
"2021-06","2021-06-10","Jharkhand",8983236,8640452,342774
"2021-06","2021-06-10","Karnataka",31193920,,
"2021-06","2021-06-10","Kerala",20910418,,
"2021-06","2021-06-10","Ladakh",289186,257723,
"2021-06","2021-06-10","Lakshadweep",152867,,
"2021-06","2021-06-10","Madhya Pradesh",10672339,,
"2021-06","2021-06-10","Maharashtra",37356704,,
"2021-06","2021-06-10","Manipur",792403,,
"2021-06","2021-06-10","Meghalaya",614481,573895,
"2021-06","2021-06-10","Mizoram",422125,,
"2021-06","2021-06-10","Nagaland",203922,,
"2021-06","2021-06-10","Odisha",12457606,,
"2021-06","2021-06-10","Puducherry",1146606,979873,
"2021-06","2021-06-10","Punjab",9880737,,
"2021-06","2021-06-10","Rajasthan",11068706,,
"2021-06","2021-06-10","Sikkim",143955,,
"2021-06","2021-06-10","Tamil Nadu",29425279,,
"2021-06","2021-06-10","Telangana",16387698,,
"2021-06","2021-06-10","Tripura",1103676,1046227,57449
"2021-06","2021-06-10","Uttar Pradesh",52503838,,
"2021-06","2021-06-10","Uttarakhand",5046601,4710735,
"2021-06","2021-06-10","West Bengal",13110853,,
"2021-06","2021-06-11","Andaman and Nicobar Islands",394822,,7233
"2021-06","2021-06-11","Andhra Pradesh",20239490,18443368,
"2021-06","2021-06-11","Arunachal Pradesh",663519,619816,
"2021-06","2021-06-11","Assam",12349596,,
"2021-06","2021-06-11","Bihar",31093130,,
"2021-06","2021-06-11","Chandigarh",535174,472937,
"2021-06","2021-06-11","Chhattisgarh",9658180,,
"2021-06","2021-06-11","Delhi",20119290,,
"2021-06","2021-06-11","Goa",861855,,
"2021-06","2021-06-11","Gujarat",22604931,,
"2021-06","2021-06-11","Haryana",9471467,,
"2021-06","2021-06-11","Himachal Pradesh",2123864,1925148,
"2021-06","2021-06-11","Jammu and Kashmir",9083419,8777647,
"2021-06","2021-06-11","Jharkhand",9022574,8679499,343065
"2021-06","2021-06-11","Karnataka",31363615,,
"2021-06","2021-06-11","Kerala",21017514,,
"2021-06","2021-06-11","Ladakh",291491,259996,
"2021-06","2021-06-11","Lakshadweep",154018,,
"2021-06","2021-06-11","Madhya Pradesh",10751600,,
"2021-06","2021-06-11","Maharashtra",37611005,,
"2021-06","2021-06-11","Manipur",800223,,
"2021-06","2021-06-11","Meghalaya",619544,578444,
"2021-06","2021-06-11","Mizoram",425706,,
"2021-06","2021-06-11","Nagaland",205449,,
"2021-06","2021-06-11","Odisha",12523241,,
"2021-06","2021-06-11","Puducherry",1155765,986534,
"2021-06","2021-06-11","Punjab",9941391,,
"2021-06","2021-06-11","Rajasthan",11115045,,
"2021-06","2021-06-11","Sikkim",145354,,
"2021-06","2021-06-11","Tamil Nadu",29607865,,
"2021-06","2021-06-11","Telangana",16511764,,
"2021-06","2021-06-11","Tripura",1117070,1058980,58090
"2021-06","2021-06-11","Uttar Pradesh",52780680,,
"2021-06","2021-06-11","Uttarakhand",5073364,4737211,
"2021-06","2021-06-11","West Bengal",13173467,,
"2021-06","2021-06-12","Andaman and Nicobar Islands",395624,,7243
"2021-06","2021-06-12","Andhra Pradesh",20348106,18545032,
"2021-06","2021-06-12","Arunachal Pradesh",669428,625410,
"2021-06","2021-06-12","Assam",12511492,,
"2021-06","2021-06-12","Bihar",31213153,,
"2021-06","2021-06-12","Chandigarh",537582,475286,
"2021-06","2021-06-12","Chhattisgarh",9700171,,
"2021-06","2021-06-12","Delhi",20190803,,
"2021-06","2021-06-12","Goa",865133,,
"2021-06","2021-06-12","Gujarat",22673779,,
"2021-06","2021-06-12","Haryana",9506251,,
"2021-06","2021-06-12","Himachal Pradesh",2144774,1943838,
"2021-06","2021-06-12","Jammu and Kashmir",9129947,8823309,
"2021-06","2021-06-12","Jharkhand",9066227,8722913,343304
"2021-06","2021-06-12","Karnataka",31511642,,
"2021-06","2021-06-12","Kerala",21126248,,
"2021-06","2021-06-12","Ladakh",293941,262407,
"2021-06","2021-06-12","Lakshadweep",156051,,
"2021-06","2021-06-12","Madhya Pradesh",10829438,,
"2021-06","2021-06-12","Maharashtra",37834054,,
"2021-06","2021-06-12","Manipur",808181,,
"2021-06","2021-06-12","Meghalaya",624143,582542,
"2021-06","2021-06-12","Mizoram",428415,,
"2021-06","2021-06-12","Nagaland",206708,,
"2021-06","2021-06-12","Odisha",12590363,,
"2021-06","2021-06-12","Puducherry",1164795,994218,
"2021-06","2021-06-12","Punjab",9996859,,
"2021-06","2021-06-12","Rajasthan",11161329,,
"2021-06","2021-06-12","Sikkim",146755,,
"2021-06","2021-06-12","Tamil Nadu",29790743,,
"2021-06","2021-06-12","Telangana",16632289,,
"2021-06","2021-06-12","Tripura",1126067,1067549,58518
"2021-06","2021-06-12","Uttar Pradesh",53055495,,
"2021-06","2021-06-12","Uttarakhand",5102496,4765880,
"2021-06","2021-06-12","West Bengal",13235743,,
"2021-06","2021-06-13","Andaman and Nicobar Islands",396534,,7261
"2021-06","2021-06-13","Andhra Pradesh",20450982,18641138,
"2021-06","2021-06-13","Arunachal Pradesh",673167,628995,
"2021-06","2021-06-13","Assam",12611947,,
"2021-06","2021-06-13","Bihar",31323190,,
"2021-06","2021-06-13","Chandigarh",539353,477000,
"2021-06","2021-06-13","Chhattisgarh",9732599,,
"2021-06","2021-06-13","Delhi",20263554,,
"2021-06","2021-06-13","Goa",868135,,
"2021-06","2021-06-13","Gujarat",22736919,,
"2021-06","2021-06-13","Haryana",9538624,,
"2021-06","2021-06-13","Himachal Pradesh",2159415,1958059,
"2021-06","2021-06-13","Jammu and Kashmir",9173077,8865665,
"2021-06","2021-06-13","Jharkhand",9101699,8758231,343458
"2021-06","2021-06-13","Karnataka",31641259,,
"2021-06","2021-06-13","Kerala",21220925,,
"2021-06","2021-06-13","Ladakh",296612,265058,
"2021-06","2021-06-13","Lakshadweep",157110,,
"2021-06","2021-06-13","Madhya Pradesh",10906318,,
"2021-06","2021-06-13","Maharashtra",38046590,,
"2021-06","2021-06-13","Manipur",813240,,
"2021-06","2021-06-13","Meghalaya",628160,586254,
"2021-06","2021-06-13","Mizoram",432281,,
"2021-06","2021-06-13","Nagaland",207480,,
"2021-06","2021-06-13","Odisha",12652397,,
"2021-06","2021-06-13","Puducherry",1173519,1001803,
"2021-06","2021-06-13","Punjab",10051022,,
"2021-06","2021-06-13","Rajasthan",11206071,,
"2021-06","2021-06-13","Sikkim",148067,,
"2021-06","2021-06-13","Tamil Nadu",29968038,,
"2021-06","2021-06-13","Telangana",16723910,,
"2021-06","2021-06-13","Tripura",1136248,1077165,59083
"2021-06","2021-06-13","Uttar Pradesh",53345463,,
"2021-06","2021-06-13","Uttarakhand",5133927,4797048,
"2021-06","2021-06-13","West Bengal",13295856,,
"2021-06","2021-06-14","Andaman and Nicobar Islands",397190,,7269
"2021-06","2021-06-14","Andhra Pradesh",20538738,18724345,
"2021-06","2021-06-14","Arunachal Pradesh",679537,634983,
"2021-06","2021-06-14","Assam",12757993,,
"2021-06","2021-06-14","Bihar",31429415,,
"2021-06","2021-06-14","Chandigarh",540918,478513,
"2021-06","2021-06-14","Chhattisgarh",9775790,,
"2021-06","2021-06-14","Delhi",20323110,,
"2021-06","2021-06-14","Goa",869830,,
"2021-06","2021-06-14","Gujarat",22794305,,
"2021-06","2021-06-14","Haryana",9562451,,
"2021-06","2021-06-14","Himachal Pradesh",2178258,1979068,
"2021-06","2021-06-14","Jammu and Kashmir",9214386,8906375,
"2021-06","2021-06-14","Jharkhand",9140410,8796791,343609
"2021-06","2021-06-14","Karnataka",31791001,,
"2021-06","2021-06-14","Kerala",21289498,,
"2021-06","2021-06-14","Ladakh",300315,268710,
"2021-06","2021-06-14","Lakshadweep",158631,,
"2021-06","2021-06-14","Madhya Pradesh",10975520,,
"2021-06","2021-06-14","Maharashtra",38215492,,
"2021-06","2021-06-14","Manipur",818497,,
"2021-06","2021-06-14","Meghalaya",630067,587758,
"2021-06","2021-06-14","Mizoram",433232,,
"2021-06","2021-06-14","Nagaland",208616,,
"2021-06","2021-06-14","Odisha",12720932,,
"2021-06","2021-06-14","Puducherry",1181176,1009037,
"2021-06","2021-06-14","Punjab",10083279,,
"2021-06","2021-06-14","Rajasthan",11224989,,
"2021-06","2021-06-14","Sikkim",148380,,
"2021-06","2021-06-14","Tamil Nadu",30138294,,
"2021-06","2021-06-14","Telangana",16834591,,
"2021-06","2021-06-14","Tripura",1141323,1082005,59318
"2021-06","2021-06-14","Uttar Pradesh",53602870,,
"2021-06","2021-06-14","Uttarakhand",5151524,4814349,
"2021-06","2021-06-14","West Bengal",13350084,,
"2021-06","2021-06-15","Andaman and Nicobar Islands",397953,,7280
"2021-06","2021-06-15","Andhra Pradesh",20634891,18814757,
"2021-06","2021-06-15","Arunachal Pradesh",683592,638721,
"2021-06","2021-06-15","Assam",12890922,,
"2021-06","2021-06-15","Bihar",31544695,,
"2021-06","2021-06-15","Chandigarh",542526,480077,
"2021-06","2021-06-15","Chhattisgarh",9820443,,
"2021-06","2021-06-15","Delhi",20394401,,
"2021-06","2021-06-15","Goa",872950,,
"2021-06","2021-06-15","Gujarat",22854646,,
"2021-06","2021-06-15","Haryana",9594667,,
"2021-06","2021-06-15","Himachal Pradesh",2201170,1999224,
"2021-06","2021-06-15","Jammu and Kashmir",9258141,8949415,
"2021-06","2021-06-15","Jharkhand",9175094,8831291,343793
"2021-06","2021-06-15","Karnataka",31923601,,
"2021-06","2021-06-15","Kerala",21393618,,
"2021-06","2021-06-15","Ladakh",303421,271777,
"2021-06","2021-06-15","Lakshadweep",160526,,
"2021-06","2021-06-15","Madhya Pradesh",11045834,,
"2021-06","2021-06-15","Maharashtra",38418130,,
"2021-06","2021-06-15","Manipur",826571,,
"2021-06","2021-06-15","Meghalaya",633824,591065,
"2021-06","2021-06-15","Mizoram",437480,,
"2021-06","2021-06-15","Nagaland",209989,,
"2021-06","2021-06-15","Odisha",12777739,,
"2021-06","2021-06-15","Puducherry",1190193,1015787,
"2021-06","2021-06-15","Punjab",10136118,,
"2021-06","2021-06-15","Rajasthan",11270627,,
"2021-06","2021-06-15","Sikkim",150023,,
"2021-06","2021-06-15","Tamil Nadu",30309255,,
"2021-06","2021-06-15","Telangana",16954634,,
"2021-06","2021-06-15","Tripura",1150877,1091031,59846
"2021-06","2021-06-15","Uttar Pradesh",53859954,,
"2021-06","2021-06-15","Uttarakhand",5167879,4830529,
"2021-06","2021-06-15","West Bengal",13405729,,
"2021-06","2021-06-16","Andaman and Nicobar Islands",398852,,7306
"2021-06","2021-06-16","Andhra Pradesh",20736435,18909684,
"2021-06","2021-06-16","Arunachal Pradesh",694292,649148,
"2021-06","2021-06-16","Assam",13020975,,
"2021-06","2021-06-16","Bihar",31656514,,
"2021-06","2021-06-16","Chandigarh",544309,481819,
"2021-06","2021-06-16","Chhattisgarh",9861516,,
"2021-06","2021-06-16","Delhi",20472292,,
"2021-06","2021-06-16","Goa",875538,,
"2021-06","2021-06-16","Gujarat",22916035,,
"2021-06","2021-06-16","Haryana",9627222,,
"2021-06","2021-06-16","Himachal Pradesh",2219860,2017927,
"2021-06","2021-06-16","Jammu and Kashmir",9304004,8994643,
"2021-06","2021-06-16","Jharkhand",9216159,8872166,343983
"2021-06","2021-06-16","Karnataka",32092313,,
"2021-06","2021-06-16","Kerala",21506139,,
"2021-06","2021-06-16","Ladakh",306968,275290,
"2021-06","2021-06-16","Lakshadweep",162152,,
"2021-06","2021-06-16","Madhya Pradesh",11117921,,
"2021-06","2021-06-16","Maharashtra",38641639,,
"2021-06","2021-06-16","Manipur",835063,,
"2021-06","2021-06-16","Meghalaya",638873,595619,
"2021-06","2021-06-16","Mizoram",439923,,
"2021-06","2021-06-16","Nagaland",211133,,
"2021-06","2021-06-16","Odisha",12836434,,
"2021-06","2021-06-16","Puducherry",1199383,1023364,
"2021-06","2021-06-16","Punjab",10188326,,
"2021-06","2021-06-16","Rajasthan",11314599,,
"2021-06","2021-06-16","Sikkim",151119,,
"2021-06","2021-06-16","Tamil Nadu",30480340,,
"2021-06","2021-06-16","Telangana",17070886,,
"2021-06","2021-06-16","Tripura",1160421,1100039,60382
"2021-06","2021-06-16","Uttar Pradesh",54145947,,
"2021-06","2021-06-16","Uttarakhand",5192496,4854694,
